JUDUL,PENULIS,RATING_AVG,TOTAL_RATINGS,TOTAL_REVIEWS,GENRES,PENERBIT,TAHUN_TERBIT,NAMA_FILE_GAMBAR,warna_h,warna_s,warna_v,warna_r,warna_g,warna_b,warna_kategori,warna_hex_dominan,POPULARITY_SCORE
"Allah, Cukuplah Engkau Sebagai Penolong",Ahmad Rifa'i Rif'an,4.52,21.0,5.0,Indonesian Literature,Mizania,2014,"2014_Mizania_Allah,_Cukuplah_Engkau_Sebagai.jpg",106.0,107.0,81.0,47.0,63.0,81.0,Biru,#2f3f51,3.9242173871647728
Ronggeng Dukuh Paruk,Ahmad Tohari,4.31,8430.0,1.0,"Fiksi, Sastra Indonesia, Novel, Fiksi Historis, Roman, Klasik, Historis, Indonesian Literature",Gramedia Pustaka Utama,2003,2003_Gramedia_Pustaka_Uta_Ronggeng_Dukuh_Paruk.jpg,36.0,58.0,132.0,126.0,132.0,102.0,Hijau,#7e8466,3.892509484837244
Orang-orang Proyek,Ahmad Tohari,4.05,2506.0,526.0,"Fiksi, Sastra Indonesia, Novel, Fiksi Historis, Klasik, Drama, Sastra, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Orang-orang_Proyek.jpg,38.0,5.0,213.0,212.0,213.0,209.0,Abu-abu/Putih,#d4d5d1,3.8821234141386114
Mata yang Enak Dipandang,Ahmad Tohari,4.12,1428.0,278.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Sastra, Antologi, Kehidupan Sehari-hari, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2013,2013_Gramedia_Pustaka_Uta_Mata_yang_Enak_Dipandang.jpg,98.0,153.0,202.0,81.0,168.0,202.0,Biru,#51a8ca,3.8817861993725087
Lingkar Tanah Lingkar Air,Ahmad Tohari,4.03,672.0,159.0,"Fiksi, Fiksi Historis, Novel, Sastra Indonesia, Sastra, Historis, Indonesian Literature",LKiS Yogya,2003,2003_LKiS_Yogya_Lingkar_Tanah_Lingkar_Air.jpg,22.0,127.0,206.0,206.0,177.0,103.0,Oranye/Cokelat,#ceb167,3.98515312808101
Bekisar Merah,Ahmad Tohari,3.81,571.0,130.0,"Fiksi, Sastra Indonesia, Novel, Roman, Fiksi Historis, Drama, Sastra, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_Bekisar_Merah.jpg,0.0,1.0,254.0,254.0,253.0,253.0,Abu-abu/Putih,#fefdfd,3.8338604409972334
"""Anak ini Mau Mengencingi Jakarta?"": Cerpen Pilihan KOMPAS 2015",Ahmad Tohari,3.82,188.0,43.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Indonesian Literature",Penerbit Buku Kompas,2016,2016_Penerbit_Buku_Kompas_Anak_ini_Mau_Mengencingi_Jakar.jpg,25.0,128.0,243.0,243.0,222.0,121.0,Kuning,#f3de79,3.8569480238195295
Nisha,Airin Efferin,3.8,162.0,121.0,"Fantasi, Anak Usia Menengah, Remaja, Indonesian Literature",airinefferin.com,2020,2020_airinefferin.com_Nisha.jpg,114.0,167.0,99.0,34.0,47.0,99.0,Biru,#222f63,3.8518968296240894
Hidup Itu Indah: Kumpulan Komik Opini,Aji Prasetyo,4.21,348.0,49.0,"Komik, Sastra Indonesia, Humor, Nonfiksi, Novel Grafis, Islam, Indonesian Literature",Cendana Art Media,2010,2010_Cendana_Art_Media_Hidup_Itu_Indah_Kumpulan_Komik.jpg,21.0,84.0,61.0,61.0,55.0,41.0,Oranye/Cokelat,#3d3729,4.060648794614155
Laut Biru Langit Biru,Ajip Rosidi,3.61,23.0,4.0,"Sastra Indonesia, Indonesian Literature",Dunia Pustaka Jaya (bekerjasama dengan Bakti Budaya Djarum Foundation),2013,2013_Dunia_Pustaka_Jaya_(_Laut_Biru_Langit_Biru.jpg,92.0,205.0,198.0,39.0,189.0,198.0,Biru,#27bdc6,3.861003825037216
The Arson Project,Akaigita,3.98,346.0,129.0,"Remaja, Roman, Novel, Sastra Indonesia, Fiksi, Thriller, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_The_Arson_Project.jpg,14.0,219.0,243.0,243.0,130.0,34.0,Merah,#f38222,3.934905067875437
Enigma Pasha,Akaigita,4.02,569.0,178.0,"Remaja, Fiksi, Sastra Indonesia, Novel, Roman, Misteri, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Enigma_Pasha.jpg,144.0,154.0,151.0,132.0,60.0,151.0,Ungu/Merah Muda,#843c97,3.9731412110316
Dua Pasang Mata,Alexandra Leirissa Yunadi,3.75,1207.0,63.0,"Roman, Sastra Indonesia, Novel, Fiksi, Keluarga, Remaja, Drama, Indonesian Literature",Gramedia Pustaka Utama,2005,2005_Gramedia_Pustaka_Uta_Dua_Pasang_Mata.jpg,14.0,197.0,193.0,193.0,112.0,44.0,Merah,#c1702c,3.880511436237281
Dua Belas Pendar Bintang,Alexandra Leirissa Yunadi,3.54,355.0,25.0,"Novel, Roman, Remaja, Sastra Indonesia, Persahabatan, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_Dua_Belas_Pendar_Bintang.jpg,0.0,0.0,24.0,24.0,24.0,24.0,Hitam,#181818,3.6930825678973545
A Girl Who Loves A Ghost,Alexia Chen,4.05,159.0,52.0,"Roman, Remaja, Thriller, Fantasi, Sastra Indonesia, Chick Lit, Supranatural, Indonesian Literature",Javanica,2014,2014_Javanica_A_Girl_Who_Loves_A_Ghost.jpg,97.0,199.0,163.0,36.0,132.0,163.0,Biru,#2484a3,3.940922352187108
"Ya Allah, Aku Pulang",alfialghazi,4.41,135.0,14.0,Indonesian Literature,Sahima,2022,"2022_Sahima_Ya_Allah,_Aku_Pulang.jpg",21.0,130.0,217.0,217.0,185.0,106.0,Oranye/Cokelat,#d9b96a,4.049306881244244
Maaf Tuhan Aku Hampir Menyerah,alfialghazi,4.35,1864.0,191.0,"Pengembangan Diri, Islam, Nonfiksi, Agama, Ketuhanan, Spiritualitas, Cinta, Indonesian Literature",Sahima,2020,2020_Sahima_Maaf_Tuhan_Aku_Hampir_Menyerah.jpg,29.0,48.0,240.0,240.0,238.0,195.0,Abu-abu/Putih,#f0eec3,3.882578619699813
Miss Pesimis,AliaZalea,3.74,2747.0,249.0,"Roman, Sastra Indonesia, Novel, Fiksi, Dewasa, Chick Lit, Roman Kontemporer, Indonesian Literature",Gramedia Pustaka Utama,2010,2010_Gramedia_Pustaka_Uta_Miss_Pesimis.jpg,17.0,55.0,205.0,205.0,186.0,161.0,Oranye/Cokelat,#cdbaa1,3.879994658773805
Dirty Little Secret,AliaZalea,3.91,2670.0,345.0,"Roman, Novel, Sastra Indonesia, Fiksi, Keluarga, Roman Kontemporer, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2014,2014_Gramedia_Pustaka_Uta_Dirty_Little_Secret.jpg,25.0,106.0,94.0,94.0,88.0,55.0,Kuning,#5e5837,3.8811620407480536
Crash Into You,AliaZalea,3.72,3244.0,344.0,"Roman, Sastra Indonesia, Novel, Dewasa, Fiksi, Contemporary, Chick Lit, Indonesian Literature",PT Gramedia Pustaka Utama,2011,2011_PT_Gramedia_Pustaka__Crash_Into_You.jpg,39.0,11.0,240.0,237.0,240.0,230.0,Abu-abu/Putih,#edf0e6,3.879310331455503
Celebrity Wedding,AliaZalea,3.9,3790.0,333.0,"Roman, Sastra Indonesia, Novel, Fiksi, Dewasa, Roman Kontemporer, Chick Lit, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_Celebrity_Wedding.jpg,8.0,42.0,237.0,237.0,209.0,198.0,Abu-abu/Putih,#edd1c6,3.881158064560721
Boy Toy,AliaZalea,3.55,785.0,199.0,"Roman, Dewasa, Fiksi, Sastra Indonesia, Contemporary, Roman Kontemporer, Novel, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_Boy_Toy.jpg,18.0,43.0,240.0,240.0,224.0,200.0,Abu-abu/Putih,#f0e0c8,3.6391142139798656
Blind Date,AliaZalea,3.63,2748.0,241.0,"Roman, Novel, Sastra Indonesia, Fiksi, Dewasa, Chick Lit, Roman Kontemporer, Indonesian Literature",PT Gramedia Pustaka Utama,2010,2010_PT_Gramedia_Pustaka__Blind_Date.jpg,21.0,11.0,242.0,242.0,239.0,232.0,Abu-abu/Putih,#f2efe8,3.8792392939669376
Unspoken Words,Alicia Lidwina,4.09,349.0,118.0,"Fiksi, Keluarga, Sastra Indonesia, Novel, Remaja, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Unspoken_Words.jpg,171.0,38.0,134.0,134.0,114.0,120.0,Abu-abu/Putih,#867278,3.995265874450248
Polaris Musim Dingin,Alicia Lidwina,4.31,1018.0,289.0,"Roman, Fiksi, Remaja, Novel, Drama, Sastra Indonesia, Pencarian Jati Diri, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Polaris_Musim_Dingin.jpg,102.0,10.0,248.0,238.0,244.0,248.0,Abu-abu/Putih,#eef4f8,3.882440807468978
GHOST DORMITORY IN MADRID,ALIEF WHEZA,3.56,9.0,1.0,"Horor, Indonesian Literature",DAR! Mizan,2015,2015_DAR!_Mizan_GHOST_DORMITORY_IN_MADRID.jpg,12.0,58.0,22.0,22.0,19.0,17.0,Hitam,#161311,3.871277265273665
Resign!,Almira Bastari,4.14,7497.0,1.0,"Roman, Fiksi, Sastra Indonesia, Contemporary, Novel, Komedi, Chick Lit, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Resign!.jpg,66.0,170.0,117.0,39.0,117.0,55.0,Hijau,#277537,3.887083356516019
Home Sweet Loan,Almira Bastari,4.32,2249.0,613.0,"Fiksi, Roman, Novel, Sastra Indonesia, Kehidupan Sehari-hari, Chick Lit, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2022,2022_Gramedia_Pustaka_Uta_Home_Sweet_Loan.jpg,16.0,190.0,238.0,238.0,154.0,61.0,Oranye/Cokelat,#ee9a3d,3.88397749139183
Ganjil-Genap,Almira Bastari,3.89,3649.0,961.0,"Roman, Fiksi, Novel, Sastra Indonesia, Chick Lit, Contemporary, Buku Audio, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Ganjil-Genap.jpg,25.0,220.0,251.0,251.0,212.0,34.0,Kuning,#fbd422,3.881055412721542
Agensi Rumah Tangga,Almira Bastari,4.19,725.0,275.0,"Fiksi, Roman, Sastra Indonesia, Novel, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2024,2024_Gramedia_Pustaka_Uta_Agensi_Rumah_Tangga.jpg,120.0,9.0,28.0,27.0,27.0,28.0,Hitam,#1b1b1c,4.101866841871207
Penaka,Altami N.D.,4.3,1405.0,440.0,"Fiksi, Roman, Fantasi, Novel, Sastra Indonesia, Kehidupan Sehari-hari, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2022,2022_Gramedia_Pustaka_Uta_Penaka.jpg,0.0,35.0,22.0,22.0,19.0,19.0,Hitam,#161313,3.882406354411269
Jika Kita Tak Pernah Jatuh Cinta,Alvi Syahrin,4.17,1241.0,168.0,"Nonfiksi, Pengembangan Diri, Roman, Cinta, Sastra Indonesia, Indonesian Literature",GagasMedia,2018,2018_GagasMedia_Jika_Kita_Tak_Pernah_Jatuh_Cin.jpg,28.0,131.0,227.0,227.0,220.0,110.0,Kuning,#e3dc6e,3.881958464661053
Insecurity is My Middle Name,Alvi Syahrin,4.21,1916.0,342.0,"Pengembangan Diri, Nonfiksi, Psikologi, Sastra Indonesia, Indonesian Literature",Alvi Ardhi Publishing,2021,2021_Alvi_Ardhi_Publishin_Insecurity_is_My_Middle_Name.jpg,23.0,151.0,137.0,137.0,117.0,56.0,Oranye/Cokelat,#897538,3.8820962768918887
Tutur Dedes: Doa dan Kutukan,Amalia Yunus,4.31,324.0,88.0,"Fiksi Historis, Fiksi, Dewasa, Roman, Novel, Sastra Indonesia, Historis, Indonesian Literature",Banana,2022,2022_Banana_Tutur_Dedes_Doa_dan_Kutukan.jpg,175.0,155.0,189.0,189.0,74.0,95.0,Merah,#bd4a5f,4.10763708824765
Rahasia Batu Giok,Ambhita Dhyaningrum,2.86,14.0,2.0,Indonesian Literature,Tiga Serangkai,2009,2009_Tiga_Serangkai_Rahasia_Batu_Giok.jpg,179.0,152.0,206.0,206.0,83.0,87.0,Merah,#ce5357,3.833828340866845
00.00,Ameylia Falensia,3.86,292.0,62.0,"Roman, Drama, Keluarga, Remaja, Sastra Indonesia, Indonesian Literature",Loveable,2021,2021_Loveable_00.00.jpg,0.0,6.0,46.0,46.0,45.0,45.0,Abu-abu/Putih,#2e2d2d,3.870431732245799
Nyanyi Sunyi,Amir Hamzah,3.9,126.0,16.0,"Puisi, Sastra Indonesia, Indonesian Literature",Dian Rakyat,2004,2004_Dian_Rakyat_Nyanyi_Sunyi.jpg,14.0,59.0,225.0,225.0,197.0,173.0,Merah,#e1c5ad,3.886739179693849
Katarsis,Anastasia Aemilia,3.64,2414.0,629.0,"Thriller, Fiksi, Misteri, Sastra Indonesia, Novel, Misteri Thriller, Psikologi, Indonesian Literature",Gramedia Pustaka Utama,2013,2013_Gramedia_Pustaka_Uta_Katarsis.jpg,66.0,49.0,73.0,59.0,73.0,62.0,Abu-abu/Putih,#3b493e,3.8793079634948335
Selamat Pagi Tuhan,Andar Ismail,4.4,81.0,10.0,"Nonfiksi, Kekristenan, Indonesian Literature",,2005,2005__Selamat_Pagi_Tuhan.jpg,11.0,205.0,225.0,225.0,108.0,44.0,Merah,#e16c2c,3.994513016523621
"Semusim, dan Semusim Lagi",Andina Dwifatma,3.62,777.0,235.0,"Fiksi, Novel, Sastra Indonesia, Roman, Dewasa, Sastra, Filsafat, Indonesian Literature",Gramedia Pustaka Utama,2013,"2013_Gramedia_Pustaka_Uta_Semusim,_dan_Semusim_Lagi.jpg",17.0,156.0,132.0,132.0,97.0,51.0,Oranye/Cokelat,#846133,3.690793382760019
Menua Dengan Gembira,Andina Dwifatma,4.07,380.0,110.0,"Nonfiksi, Sastra Indonesia, Esai, Indonesian Literature",Shira Media,2023,2023_Shira_Media_Menua_Dengan_Gembira.jpg,15.0,2.0,252.0,252.0,251.0,250.0,Abu-abu/Putih,#fcfbfa,3.9882980117562505
Lebih Senyap dari Bisikan,Andina Dwifatma,4.36,1478.0,438.0,"Fiksi, Sastra Indonesia, Feminisme, Novel, Contemporary, Keluarga, Pernikahan, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_Lebih_Senyap_dari_Bisikan.jpg,165.0,97.0,192.0,192.0,119.0,156.0,Merah,#c0779c,3.882613072757522
Mangala Ni Foa,Andre Septiawan,3.77,13.0,7.0,Indonesian Literature,Elex Media Komputindo,2025,2025_Elex_Media_Komputind_Mangala_Ni_Foa.jpg,24.0,19.0,252.0,252.0,248.0,233.0,Abu-abu/Putih,#fcf8e9,3.8761900558076783
Saya Terbakar Amarah Sendirian!,André Vltchek,4.11,315.0,48.0,"Sastra Indonesia, Nonfiksi, Sejarah, Indonesian Literature",Kepustakaan Populer Gramedia,2006,2006_Kepustakaan_Populer__Saya_Terbakar_Amarah_Sendirian.jpg,24.0,35.0,246.0,246.0,239.0,212.0,Abu-abu/Putih,#f6efd4,4.000361513227755
Sirkus Pohon,Andrea Hirata,4.16,2211.0,382.0,"Novel, Fiksi, Sastra Indonesia, Roman, Drama, Humor, Contemporary, Indonesian Literature",Bentang Pustaka,2017,2017_Bentang_Pustaka_Sirkus_Pohon.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.882878778945478
Sebelas Patriot,Andrea Hirata,3.67,2244.0,268.0,"Novel, Fiksi, Sastra Indonesia, Drama, Persahabatan, Kumpulan Karya, Indonesian Literature",Bentang Pustaka,2011,2011_Bentang_Pustaka_Sebelas_Patriot.jpg,17.0,136.0,231.0,231.0,177.0,108.0,Oranye/Cokelat,#e7b16c,3.879513972078525
Sang Pemimpi,Andrea Hirata,4.18,17316.0,1.0,"Novel, Fiksi, Sastra Indonesia, Remaja, Petualangan, Drama, Inspiratif, Indonesian Literature",Bentang Pustaka,2006,2006_Bentang_Pustaka_Sang_Pemimpi.jpg,30.0,51.0,5.0,5.0,5.0,4.0,Hitam,#050504,3.8975622673236594
Padang Bulan,Andrea Hirata,3.88,5620.0,437.0,"Novel, Fiksi, Sastra Indonesia, Roman, Sastra, Drama, Cinta, Indonesian Literature",Bentang Pustaka,2010,2010_Bentang_Pustaka_Padang_Bulan.jpg,1.0,215.0,203.0,203.0,40.0,32.0,Merah,#cb2820,3.8809462850225
Orang-orang Biasa,Andrea Hirata,4.28,2563.0,550.0,"Fiksi, Novel, Sastra Indonesia, Drama, Komedi, Kehidupan Sehari-hari, Sastra Asia, Indonesian Literature",Bentang Pustaka,2019,2019_Bentang_Pustaka_Orang-orang_Biasa.jpg,12.0,11.0,232.0,232.0,226.0,222.0,Abu-abu/Putih,#e8e2de,3.883702813280242
Maryamah Karpov: Mimpi-mimpi Lintang,Andrea Hirata,3.71,10192.0,712.0,"Novel, Fiksi, Sastra Indonesia, Roman, Drama, Remaja, Sastra, Indonesian Literature",Bentang Pustaka,2008,2008_Bentang_Pustaka_Maryamah_Karpov_Mimpi-mimpi_Li.jpg,101.0,240.0,84.0,5.0,55.0,84.0,Biru,#053754,3.875249605239334
Laskar Pelangi,Andrea Hirata,4.26,32579.0,4.0,"Fiksi, Novel, Sastra Indonesia, Anak-anak, Pendidikan, Remaja, Asia, Indonesian Literature",Bentang Pustaka,2008,2008_Bentang_Pustaka_Laskar_Pelangi.jpg,91.0,210.0,73.0,13.0,72.0,73.0,Biru,#0d4849,3.918718892973916
Guru Aini,Andrea Hirata,4.54,1830.0,435.0,"Fiksi, Novel, Sastra Indonesia, Inspiratif, Drama, Kehidupan Sehari-hari, Indonesian Literature",Bentang Pustaka,2020,2020_Bentang_Pustaka_Guru_Aini.jpg,60.0,128.0,2.0,1.0,2.0,1.0,Hitam,#010201,3.8832332277962816
Edensor,Andrea Hirata,4.13,15017.0,1.0,"Novel, Fiksi, Sastra Indonesia, Petualangan, Remaja, Roman, Perjalanan, Indonesian Literature",Bentang Pustaka,2007,2007_Bentang_Pustaka_Edensor.jpg,3.0,181.0,239.0,239.0,88.0,69.0,Merah,#ef5845,3.893240573107217
Dwilogi Padang Bulan,Andrea Hirata,4.17,1038.0,52.0,"Novel, Fiksi, Sastra Indonesia, Belum Selesai, Kumpulan Karya, Indonesian Literature",PTS Litera Sdn Bhd,2011,2011_PTS_Litera_Sdn_Bhd_Dwilogi_Padang_Bulan.jpg,94.0,241.0,94.0,5.0,81.0,94.0,Biru,#05515e,3.881958464661053
Cinta di Dalam Gelas,Andrea Hirata,4.02,5736.0,336.0,"Novel, Fiksi, Sastra Indonesia, Roman, Sastra, Drama, Humor, Indonesian Literature",Bentang Pustaka,2010,2010_Bentang_Pustaka_Cinta_di_Dalam_Gelas.jpg,125.0,147.0,52.0,27.0,22.0,52.0,Ungu/Merah Muda,#1b1634,3.883325214504233
Ayah,Andrea Hirata,4.38,5675.0,871.0,"Novel, Fiksi, Sastra Indonesia, Keluarga, Roman, Drama, Remaja, Indonesian Literature",Bentang,2015,2015_Bentang_Ayah.jpg,14.0,60.0,205.0,205.0,180.0,157.0,Merah,#cdb49d,3.889442461742976
Seorang Pria yang Melalui Duka dengan Mencuci Piring,Andreas Kurniawan,4.46,1828.0,474.0,"Nonfiksi, Pengembangan Diri, Psikologi, Kesehatan Mental, Kedukaan, Sastra Indonesia, Memoar, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Seorang_Pria_yang_Melalui_Duka.jpg,92.0,50.0,202.0,162.0,199.0,202.0,Biru,#a2c7ca,3.8829576033346105
Lelaki Terindah,Andrei Aksana,3.44,887.0,152.0,"Roman, Sastra Indonesia, Novel, LGBT, Fiksi, Gay, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2004,2004_Gramedia_Pustaka_Uta_Lelaki_Terindah.jpg,4.0,138.0,224.0,224.0,120.0,103.0,Merah,#e07867,3.548436509558232
Andy's Corner: Kumpulan Curahan Hati Andy F. Noya,Andy F. Noya,3.82,201.0,26.0,"Nonfiksi, Sastra Indonesia, Indonesian Literature",Bentang Pusaka dan Metro TV,2008,2008_Bentang_Pusaka_dan_M_Andy's_Corner_Kumpulan_Curahan.jpg,20.0,206.0,193.0,193.0,141.0,37.0,Oranye/Cokelat,#c18d25,3.855968270000756
Hanoi dan Sekitarnya,Andy Kristono,3.33,3.0,1.0,Indonesian Literature,Elex Media Komputindo,2012,2012_Elex_Media_Komputind_Hanoi_dan_Sekitarnya.jpg,150.0,1.0,253.0,253.0,252.0,253.0,Abu-abu/Putih,#fdfcfd,3.8753069097275294
99+ Tips Jobs Hunting,Anggi Utomo,0.0,0.0,0.0,Indonesian Literature,Gramedia Widya Sarana Indonesia,2015,2015_Gramedia_Widya_Saran_99+_Tips_Jobs_Hunting.jpg,126.0,134.0,152.0,88.0,72.0,152.0,Ungu/Merah Muda,#584898,3.8809626425855512
Tanah Tabu,Anindita S. Thayf,3.97,955.0,164.0,"Novel, Fiksi, Sastra Indonesia, Fiksi Historis, Feminisme, Sastra, Drama, Indonesian Literature",PT Gramedia Pustaka Utama,2009,2009_PT_Gramedia_Pustaka__Tanah_Tabu.jpg,133.0,118.0,67.0,49.0,36.0,67.0,Ungu/Merah Muda,#312443,3.949301542590212
Be Beautiful,Aninesca,3.17,24.0,3.0,Indonesian Literature, Romancious,2017,2017_Romancious_Be_Beautiful.jpg,179.0,187.0,116.0,116.0,31.0,35.0,Merah,#741f23,3.8264914425151497
Teka-Teki Terakhir,Annisa Ihsani,4.22,1559.0,411.0,"Fiksi, Misteri, Novel, Sastra Indonesia, Anak Usia Menengah, Remaja, Persahabatan, Indonesian Literature",Gramedia Pustaka Utama,2014,2014_Gramedia_Pustaka_Uta_Teka-Teki_Terakhir.jpg,30.0,20.0,253.0,253.0,253.0,233.0,Abu-abu/Putih,#fdfde9,3.8821307299495977
Mencari Simetri,Annisa Ihsani,3.61,766.0,228.0,"Fiksi, Roman, Keluarga, Sastra Indonesia, Kehidupan Sehari-hari, Contemporary, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2019,2019_Gramedia_Pustaka_Uta_Mencari_Simetri.jpg,170.0,62.0,168.0,168.0,127.0,140.0,Merah,#a87f8c,3.684272394567989
A untuk Amanda,Annisa Ihsani,4.19,1386.0,397.0,"Remaja, Fiksi, Kesehatan Mental, Sastra Indonesia, Novel, Penyakit Mental, Roman, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_A_untuk_Amanda.jpg,48.0,195.0,17.0,9.0,17.0,4.0,Hitam,#091104,3.882027370776471
Jingga Jenaka,Annisa Rizkiana Rahmasari,3.82,505.0,154.0,"Puisi, Fiksi, Novel Grafis, Buku Komik, Sastra Indonesia, Indonesian Literature",Comma Books,2019,2019_Comma_Books_Jingga_Jenaka.jpg,8.0,50.0,41.0,41.0,35.0,33.0,Merah,#292321,3.8422013778632302
Bila Sedih Agni Bernyanyi,Annisa Setya,4.31,16.0,10.0,Indonesian Literature,Balai Pustaka,2022,2022_Balai_Pustaka_Bila_Sedih_Agni_Bernyanyi.jpg,20.0,218.0,250.0,250.0,179.0,36.0,Oranye/Cokelat,#fab324,3.903451087200232
Electrifying Indonesia: Technology and Social Justice in National Development,Anto Mohsin,5.0,4.0,1.0,Indonesian Literature,University of Wisconsin Press,2023,2023_University_of_Wiscon_Electrifying_Indonesia_Technol.jpg,16.0,111.0,190.0,190.0,151.0,107.0,Oranye/Cokelat,#be976b,3.896226579259576
Lampuki,Arafat Nur,3.77,221.0,57.0,"Fiksi, Sastra Indonesia, Novel, Historis, Indonesian Literature",Serambi Ilmu Semesta,2011,2011_Serambi_Ilmu_Semesta_Lampuki.jpg,16.0,180.0,238.0,238.0,159.0,70.0,Oranye/Cokelat,#ee9f46,3.832902389745949
The Supernumerary Project,Aranindy,4.0,1374.0,337.0,"Roman, Fiksi, Chick Lit, Contemporary, Sastra Indonesia, Dewasa, Drama, Indonesian Literature",Clover m&c! Kompas Gramedia,2020,2020_Clover_m&c!_Kompas_G_The_Supernumerary_Project.jpg,19.0,107.0,241.0,241.0,204.0,140.0,Oranye/Cokelat,#f1cc8c,3.8813727626800025
The Paragon Plan,Aranindy,4.24,669.0,135.0,"Roman, Contemporary, Fiksi, Dewasa, Chick Lit, Sastra Indonesia, Drama, Indonesian Literature",Penerbit Clover M&C Kompas Gramedia,2021,2021_Penerbit_Clover_M&C__The_Paragon_Plan.jpg,98.0,16.0,235.0,220.0,231.0,235.0,Abu-abu/Putih,#dce7eb,4.131623735317371
The Confidante Plot,Aranindy,4.28,615.0,155.0,"Roman, Fiksi, Sastra Indonesia, Novel, Remaja, Contemporary, Thriller, Indonesian Literature",Penerbit Clover M&C Kompas Gramedia,2022,2022_Penerbit_Clover_M&C__The_Confidante_Plot.jpg,0.0,0.0,251.0,251.0,251.0,251.0,Abu-abu/Putih,#fbfbfb,4.152356587633808
What's So Wrong About Your Self Healing,Ardhi Mohamad,4.12,671.0,118.0,"Pengembangan Diri, Nonfiksi, Kesehatan Mental, Psikologi, Indonesian Literature",Alvi Ardhi Publishing,2021,2021_Alvi_Ardhi_Publishin_What's_So_Wrong_About_Your_Sel.jpg,24.0,213.0,177.0,177.0,146.0,29.0,Oranye/Cokelat,#b1921d,4.047996297180808
Dapur Kreativitas Para Juara,Ari Nur,3.59,22.0,2.0,Indonesian Literature,DAR! Mizan,2004,2004_DAR!_Mizan_Dapur_Kreativitas_Para_Juara.jpg,60.0,2.0,220.0,218.0,220.0,218.0,Abu-abu/Putih,#dadcda,3.860396608410829
Alok,Arie Saptaji,4.08,48.0,14.0,"Fiksi, Indonesian Literature",POST Press,2025,2025_POST_Press_Alok.jpg,111.0,176.0,159.0,49.0,81.0,159.0,Biru,#31519f,3.909291161950691
Pak Djoko,Arin T.,3.37,54.0,28.0,"Horor, Misteri, Sastra Indonesia, Indonesian Literature",Elex Media Komputindo,2023,2023_Elex_Media_Komputind_Pak_Djoko.jpg,20.0,109.0,14.0,14.0,12.0,8.0,Hitam,#0e0c08,3.800578133628174
Goodbye Happiness,Arini Putri,3.85,1626.0,180.0,"Roman, Remaja, Fiksi, Sastra Indonesia, Novel, Contemporary, Kumpulan Karya, Indonesian Literature",Gagas Media,2012,2012_Gagas_Media_Goodbye_Happiness.jpg,173.0,146.0,7.0,7.0,3.0,4.0,Hitam,#070304,3.8808559668143694
Keluarga Oriente: Kumpulan Cerita,Armin Bell,3.54,26.0,6.0,"Fiksi, Indonesian Literature",Marjin Kiri,2024,2024_Marjin_Kiri_Keluarga_Oriente_Kumpulan_Ceri.jpg,150.0,85.0,3.0,3.0,2.0,3.0,Hitam,#030203,3.852842012269217
Senopati Pamungkas,Arswendo Atmowiloto,4.03,417.0,49.0,"Novel, Sastra Indonesia, Fiksi, Historis, Epik, Indonesian Literature",Gramedia Pustaka Utama,2003,2003_Gramedia_Pustaka_Uta_Senopati_Pamungkas.jpg,0.0,0.0,253.0,253.0,253.0,253.0,Abu-abu/Putih,#fdfdfd,3.968960629193445
